comune,pro_com_t,den_prov,ordinanza_trovata,tipo_trovato,numero_ordinanza,data_ordinanza,tipo_restrizione,fonte_url,note
Piazza Armerina,086014,Enna,false,decisione_azienda,,,,https://www.acquaenna.it/index.php/category/avvisi/,"Nessuna evidenza di ordinanza risparmio idrico 2024 trovata. Trovata solo ordinanza di non potabilità (gennaio 2026 per ferro in eccesso - fuori perimetro). Servito da AcquaEnna. Aggiornamento turni erogazione agosto 2024. Provincia di Enna inclusa nell'emergenza regionale. AcquaEnna ha disposto rimodulazione erogazione idrica da marzo 2024 (-25% Ancipa), con progressivo inasprimento: turnazioni ogni 3-7 giorni da agosto-settembre 2024 (decisione Cabina di Regia emergenza idrica). Nessuna ordinanza sindacale specifica trovata."
Regalbuto,086016,Enna,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Enna inclusa nell'emergenza regionale. Ricerca effettuata su siti istituzionali e news locali.
Sperlinga,086017,Enna,false,decisione_azienda,,,,https://www.acquaenna.it/index.php/category/avvisi/,"Nessuna evidenza specifica trovata. Piccolo comune nella provincia di Enna inclusa nell'emergenza regionale. Ricerca effettuata su siti istituzionali e news locali. AcquaEnna ha disposto rimodulazione erogazione idrica da marzo 2024 (-25% Ancipa), con progressivo inasprimento: turnazioni ogni 3-7 giorni da agosto-settembre 2024 (decisione Cabina di Regia emergenza idrica). Nessuna ordinanza sindacale specifica trovata."
Valguarnera Caropepe,086019,Enna,false,decisione_azienda,,,,https://www.acquaenna.it/index.php/category/avvisi/,"Nessuna evidenza specifica trovata. Comune nella provincia di Enna inclusa nell'emergenza regionale. Servito da AcquaEnna. Ricerca effettuata su siti istituzionali e news locali. AcquaEnna ha disposto rimodulazione erogazione idrica da marzo 2024 (-25% Ancipa), con progressivo inasprimento: turnazioni ogni 3-7 giorni da agosto-settembre 2024 (decisione Cabina di Regia emergenza idrica). Nessuna ordinanza sindacale specifica trovata."
Villarosa,086020,Enna,false,decisione_azienda,,,,https://www.acquaenna.it/index.php/category/avvisi/,"Nessuna evidenza specifica trovata. Comune nella provincia di Enna inclusa nell'emergenza regionale. Servito da AcquaEnna. Ricerca effettuata su siti istituzionali e news locali. AcquaEnna ha disposto rimodulazione erogazione idrica da marzo 2024 (-25% Ancipa), con progressivo inasprimento: turnazioni ogni 3-7 giorni da agosto-settembre 2024 (decisione Cabina di Regia emergenza idrica). Nessuna ordinanza sindacale specifica trovata."
Aci Bonaccorsi,087001,Catania,false,,,,,,Nessuna evidenza specifica trovata. Piccolo comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024 (delibera GR n.100/2023). Ricerca effettuata su siti istituzionali e news locali.
Aci Castello,087002,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Aci Catena,087003,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Aci Sant'Antonio,087005,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Belpasso,087007,Catania,false,,,,,,Nessuna evidenza di ordinanza risparmio idrico 2024. Storico episodio di non potabilità per idrocarburi. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Biancavilla,087008,Catania,true,ordinanza_sindacale,47,2024-06-17,Razionalizzazione uso acqua potabile. Divieti per usi non domestici.,https://www.comune.biancavilla.ct.it/s3/675/allegati/ordinanze/ordinanza_n_47_2024_razionalizzazione-acqua-potabile.pdf,Ordinanza n.47 del 17/06/2024 del Comune di Biancavilla. PDF disponibile su sito istituzionale. Testo completo non leggibile tramite fetch (file PDF binario compresso) ma URL diretto al documento ufficiale confermato.
Bronte,087009,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Calatabiano,087010,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Caltagirone,087011,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Servito da SIE SpA. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Trovata solo ordinanza 2023. Ricerca effettuata.
Castel di Iudica,087013,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Catania,087015,Catania,false,,,,,,Nessuna evidenza specifica di ordinanza risparmio idrico 2024 trovata per il capoluogo di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Fiumefreddo di Sicilia,087016,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Giarre,087017,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Grammichele,087018,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Servito da SIE SpA. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Licodia Eubea,087020,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Servito da SIE SpA. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Maletto,087022,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Mascali,087023,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Mascalucia,087024,Catania,false,,,,,,Nessuna evidenza di ordinanza risparmio idrico 2024. Storico episodio di non potabilità per idrocarburi. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Militello in Val di Catania,087025,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Servito da SIE SpA. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Milo,087026,Catania,false,,,,,,Nessuna evidenza specifica trovata. Piccolo comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Mineo,087027,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Mirabella Imbaccari,087028,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Misterbianco,087029,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Motta Sant'Anastasia,087030,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Nicolosi,087031,Catania,false,,,,,,Nessuna evidenza chiara di ordinanza risparmio idrico nel 2024. Trovato articolo (pubbl. gennaio 2025) su ordinanza del sindaco Angelo Pulvirenti per riduzione consumi idrici ma data incerta (potrebbe essere fine 2024 o inizio 2025). Città Metropolitana di Catania citata per vademecum. Ricerca effettuata.
Palagonia,087032,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Paternò,087033,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Pedara,087034,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Piedimonte Etneo,087035,Catania,false,,,,,,Nessuna evidenza specifica trovata. Piccolo comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Raddusa,087036,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Ramacca,087037,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Randazzo,087038,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Riposto,087039,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
San Cono,087040,Catania,false,,,,,,Nessuna evidenza specifica trovata. Piccolo comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
San Michele di Ganzaria,087043,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
San Pietro Clarenza,087044,Catania,false,,,,,,Nessuna evidenza specifica trovata. Piccolo comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Sant'Agata li Battiati,087045,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Sant'Alfio,087046,Catania,false,,,,,,Nessuna evidenza specifica trovata. Piccolo comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Santa Maria di Licodia,087047,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Santa Venerina,087048,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Scordia,087049,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Fino al 2025 servito da gestione autonoma (poi SIE SpA). Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata.
Trecastagni,087050,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Tremestieri Etneo,087051,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Valverde,087052,Catania,false,,,,,,Nessuna evidenza specifica trovata. Piccolo comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Viagrande,087053,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Vizzini,087054,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Zafferana Etnea,087055,Catania,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Mazzarrone,087056,Catania,false,,,,,,Nessuna evidenza specifica trovata. Piccolo comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Maniace,087057,Catania,false,,,,,,Nessuna evidenza specifica trovata. Piccolo comune nella provincia di Catania. Provincia CT non esplicitamente inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Acate,088001,Ragusa,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Ragusa. Provincia RG non inclusa nella dichiarazione di emergenza regionale del 04/04/2024 (delibera GR n.100/2023). Gestione idrica tramite Iblea Acque. Ricerca effettuata su siti istituzionali e news locali.
Chiaramonte Gulfi,088002,Ragusa,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Ragusa. Provincia RG non inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Gestione idrica tramite Iblea Acque. Ricerca effettuata su siti istituzionali e news locali.
Comiso,088003,Ragusa,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Ragusa. Provincia RG non inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Gestione idrica tramite Iblea Acque. Ricerca effettuata su siti istituzionali e news locali.
Ispica,088005,Ragusa,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Ragusa. Provincia RG non inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Gestione idrica tramite Iblea Acque. Ricerca effettuata su siti istituzionali e news locali.
Monterosso Almo,088007,Ragusa,false,,,,,,Nessuna evidenza specifica trovata. Piccolo comune nella provincia di Ragusa. Provincia RG non inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Pozzallo,088008,Ragusa,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Ragusa. Provincia RG non inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Gestione idrica tramite Iblea Acque. Ricerca effettuata su siti istituzionali e news locali.
Santa Croce Camerina,088010,Ragusa,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Ragusa. Provincia RG non inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Avola,089002,Siracusa,false,,,,,,Nessuna evidenza di ordinanza risparmio idrico 2024. Trovato solo vecchio articolo su non potabilità (acqua torbida) senza data 2024. Provincia SR non inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Buccheri,089003,Siracusa,false,,,,,,Nessuna evidenza specifica trovata. Piccolo comune nella provincia di Siracusa. Provincia SR non inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Buscemi,089004,Siracusa,false,,,,,,Nessuna evidenza specifica trovata. Piccolo comune nella provincia di Siracusa. Provincia SR non inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Canicattini Bagni,089005,Siracusa,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Siracusa. Provincia SR non inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Carlentini,089006,Siracusa,true,ordinanza_sindacale,28,2024-07-17,Uso acqua pubblica esclusivamente per scopi domestici e igienico-sanitari. Divieto: irrigazione attività produttive; lavaggio veicoli; riempimento piscine; prelievo da fontane pubbliche per usi non potabili. Vigente fino al 30/09/2024.,https://archivio.comune.carlentini.sr.it/risparmio-idrico-ordinanza-per-uso-razionale-e-contro-uso-improprio-acqua-potabile/,Ordinanza n.28 del 17 luglio 2024 del sindaco di Carlentini. Trovata su archivio sito istituzionale del Comune. Testo integrale accessibile. Ben documentata.
Cassaro,089007,Siracusa,false,,,,,,Nessuna evidenza specifica trovata. Piccolo comune nella provincia di Siracusa. Provincia SR non inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Ferla,089008,Siracusa,false,,,,,,Nessuna evidenza specifica trovata. Piccolo comune nella provincia di Siracusa. Provincia SR non inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Floridia,089009,Siracusa,false,,,,,,Nessuna evidenza di ordinanza risparmio idrico 2024 trovata. Trovato riferimento a emergenza Ecomac con divieto uso potabile acqua (poi revocata) ma non si tratta di risparmio idrico. Provincia SR non inclusa nella dichiarazione di emergenza regionale del 04/04/2024.
Francofonte,089010,Siracusa,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Siracusa. Servito da ACEA insieme a Lentini e Carlentini. Provincia SR non inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Lentini,089011,Siracusa,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Siracusa. Servito da ACEA. Provincia SR non inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Melilli,089012,Siracusa,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Siracusa. Provincia SR non inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Noto,089013,Siracusa,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Siracusa. Provincia SR non inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Pachino,089014,Siracusa,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Siracusa. Provincia SR non inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Palazzolo Acreide,089015,Siracusa,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Siracusa. Provincia SR non inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Rosolini,089016,Siracusa,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Siracusa. Provincia SR non inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Solarino,089018,Siracusa,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Siracusa. Provincia SR non inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Portopalo di Capo Passero,089020,Siracusa,false,,,,,,Nessuna evidenza specifica trovata. Piccolo comune nella provincia di Siracusa. Provincia SR non inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Priolo Gargallo,089021,Siracusa,false,,,,,,Nessuna evidenza specifica trovata. Comune nella provincia di Siracusa. Provincia SR non inclusa nella dichiarazione di emergenza regionale del 04/04/2024. Ricerca effettuata su siti istituzionali e news locali.
Aliminusa,082003,Palermo,false,,20,2024-06-18,,https://www.comune.aliminusa.pa.it/,"Trovata ordinanza n.20 del 18/06/2024 relativa al divieto di utilizzo dell'acqua potabile dall'acquedotto Montescuro Est (non potabilità), poi revocata con delibera n.33 del 24/06/2024. Si tratta di ordinanza di non potabilità puntuale, non di risparmio idrico strutturale. Marcata false per coerenza con l'oggetto della ricerca. Comune servito da AMAP. Provincia di Palermo inclusa nell'emergenza regionale (delibera GR n.100/2023)."
Lucca Sicula,084022,Agrigento,false,decisione_azienda,,,,https://www.aicaonline.it/argomenti/comunicati-stampa/,"Nessuna evidenza specifica trovata. Comune nella provincia di Agrigento inclusa nell'emergenza regionale (delibera GR n.100/2023). Servito da AICA. Ricerca effettuata su siti istituzionali e news locali. AICA (gestore AG) in crisi idrica nel 2024: potenziamento autobotti per tutti i comuni gestiti (mag 2024), interruzioni acquedotti, riduzioni forniture. Nessuna ordinanza sindacale specifica trovata."
Siculiana,084042,Agrigento,false,decisione_azienda,,,,https://www.aicaonline.it/argomenti/comunicati-stampa/,"Nessuna evidenza specifica trovata. Comune nella provincia di Agrigento inclusa nell'emergenza regionale (delibera GR n.100/2023). Servito da AICA. Ricerca effettuata su siti istituzionali (comune.siculiana.ag.it) e news locali. AICA (gestore AG) in crisi idrica nel 2024: potenziamento autobotti per tutti i comuni gestiti (mag 2024), interruzioni acquedotti, riduzioni forniture. Nessuna ordinanza sindacale specifica trovata."
Montedoro,085011,Caltanissetta,false,decisione_azienda,,,,https://www.caltaqua.it/,Nessuna evidenza specifica trovata. Comune nella provincia di Caltanissetta inclusa nell'emergenza regionale (delibera GR n.100/2023). Servito da Caltaqua. Ricerca effettuata su siti istituzionali e news locali. Caltaqua (gestore CL) ha rimodulato la distribuzione da giugno 2024 (turni ogni 3-4 giorni) per calo forniture Siciliacque + aumento consumi estivi. Nessuna ordinanza sindacale specifica trovata.
Delia,085006,Caltanissetta,false,decisione_azienda,,,,https://www.caltaqua.it/,Nessuna evidenza specifica trovata. Comune nella provincia di Caltanissetta inclusa nell'emergenza regionale (delibera GR n.100/2023). Servito da Caltaqua. Ricerca effettuata su siti istituzionali e news locali. Caltaqua (gestore CL) ha rimodulato la distribuzione da giugno 2024 (turni ogni 3-4 giorni) per calo forniture Siciliacque + aumento consumi estivi. Nessuna ordinanza sindacale specifica trovata.
